name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof
arkarea;Ark Area;1988;UPL;YES;-;NO;-;-
armedf;Armed Formation;1988;Nichibutsu;YES;-;NO;-;-
armorcar;Armored Car (set 1);1981;Stern;YES;-;NO;-;-
armwaru;Armored Warriors (941024 USA);1994;Capcom;NO;armwar;YES;armwar;-
armwrest;Arm Wrestling;1985;Nintendo;YES;-;NO;-;-
ashurau;Ashura Blaster (US);1990;Taito America Corporation;NO;ashura;YES;ashura;-
assault;Assault (Rev B);1988;Namco;YES;-;NO;-;-
asterix;Asterix (ver EAD);1992;Konami;YES;-;NO;-;-
astormud;Alien Storm (set 2, US, 3 Players, FD1094 317-0147 decrypted) [Bootleg];1990;Sega;NO;astorm;YES;astorm;-
astyanax;The Astyanax;1989;Jaleco;YES;-;NO;-;-
asuka;Asuka & Asuka (World);1988;Taito Corporation;YES;-;NO;-;-
asurabld;Asura Blade - Sword of Dynasty (Japan);1998;Fuuki;YES;-;NO;-;-
asurabus;Asura Buster - Eternal Warriors (Japan);2000;Fuuki;YES;-;NO;-;-
atehate;Athena no Hatena ?;1993;Athena;YES;-;NO;-;-
atetris;Tetris (set 1) [No sound];1988;Atari Games;YES;-;NO;-;-
athena;Athena;1986;SNK;YES;-;NO;-;-
atlantis;Battle of Atlantis (set 1);1981;Comsoft;YES;-;NO;-;-
atomicp;Atomic Point (Korea);1990;Philco;YES;-;NO;-;-
aurail;Aurail (set 3, US, unprotected);1990;Sega / Westone;YES;-;NO;-;-
avengers;Avengers (US set 1);1987;Capcom;YES;-;NO;-;-
avspirit;Avenging Spirit;1991;Jaleco;YES;-;NO;-;-
avspu;Alien vs Predator (940520 USA);1994;Capcom;NO;avsp;YES;avsp;-
azurian;Azurian Attack;1982;Rait Electronics Ltd;YES;-;NO;-;-
backfire;Backfire! (set 1);1995;Data East Corporation;YES;-;NO;-;-
backfirt;Back Fire (Tecmo, bootleg);1988;Tecmo;YES;-;NO;-;-
bagman;Bagman [Parent set for working drivers];1982;Valadon Automation;YES;-;NO;-;-
bakutotu;Bakutotsu Kijuutei;1988;Namco;YES;-;NO;-;-
balcube;Bal Cube;1996;Metro;YES;-;NO;-;-
ballbros;Balloon Brothers;1992;East Technology;YES;-;NO;-;-
bang;Bang!;1998;Gaelco;YES;-;NO;-;-
bangball;Bang Bang Ball (v1.05);1996;Banpresto / Kunihiko Tashiro+Goodhouse;YES;-;NO;-;-
bankp;Bank Panic;1984;[Sanritsu] Sega;YES;-;NO;-;-
baryon;Baryon - Future Assault (set 1);1997;SemiCom;YES;-;NO;-;-
batcir;Battle Circuit (970319 Euro);1997;Capcom;YES;-;NO;-;-
batrideru;Armed Police Batrider (U.S.A.) (Fri Feb 13 1998);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batsugun;Batsugun (set 1);1993;Toaplan;YES;-;NO;-;-
battlane;Battle Lane! Vol. 5 (set 1);1986;Technos Japan (Taito license);YES;-;NO;-;-
battlex;Battle Cross;1982;Omori Electric Co., Ltd.;YES;-;NO;-;-
battlnts;Battlantis (program code G);1987;Konami;YES;-;NO;-;-
battroad;The Battle-Road;1984;Irem;YES;-;NO;-;tr606drumkit
bayroute;Bay Route (set 3, World, FD1094 317-0116);1989;Sunsoft / Sega;YES;-;NO;-;-
bbakraid;Battle Bakraid - Unlimited Version (U.S.A.) (Tue Jun 8 1999);1999;Eighting;YES;-;NO;-;-
bballsa;Bouncing Balls (Adult);1991;Comad;NO;bballs;YES;bballs;-
bbmanw;Bomber Man World / New Dyna Blaster - Global Quest;1992;Irem;YES;-;NO;-;-
bbustersu;Beast Busters (US, Version 3);1989;SNK;NO;bbusters;YES;bbusters;-
bchopper;Battle Chopper;1987;Irem;YES;-;NO;-;-
bcruzm12;Battle Cruiser M-12;1983;Sigma Enterprises Inc.;YES;-;NO;-;-
bcstry;B.C. Story (set 1);1997;SemiCom;YES;-;NO;-;-
berabohm;Beraboh Man (Japan, Rev C);1988;Namco;YES;-;NO;-;-
berlwall;The Berlin Wall;1991;Kaneko;YES;-;NO;-;-
bermudat;Bermuda Triangle (World?);1987;SNK;YES;-;NO;-;-
bestbest;Best Of Best;1994;SunA;YES;-;NO;-;-
bestri;Bestri (Korea);1998;F2 System;YES;-;NO;-;-
bgaregga;Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996);1996;Raizing / 8ing;YES;-;NO;-;-
bigbucks;Big Bucks;1986;Dynasoft Inc.;YES;-;NO;-;-
bigkarnk;Big Karnak;1991;Gaelco;YES;-;NO;-;-
bigstrik;Big Striker;1992;Jaleco;YES;-;NO;-;-
bigtwin;Big Twin;1995;Playmark;YES;-;NO;-;-
bikkuric;Bikkuri Card (Japan);1987;Peni Soft;YES;-;NO;-;-
biomtoy;Biomechanical Toy (Ver. 1.0.1885);1995;Gaelco;YES;-;NO;-;-
bionicc1;Bionic Commando (US set 1);1987;Capcom;NO;bionicc;YES;bionicc;-
bioship;Bio-ship Paladin;1990;UPL (American Sammy license);YES;nmk004;NO;-;-
birdiy;Birdiy;1982;Mama Top;YES;-;NO;-;-
birdtry;Birdie Try (Japan);1988;Data East Corporation;YES;-;NO;-;-
bishi;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players) [Imperfect gfx (one gfx rom bad, bad priorities)];1996;Konami;YES;-;NO;-;-
bjtwin;Bombjack Twin (set 1);1993;NMK;YES;-;NO;-;-
bladestl;Blades of Steel (version T);1987;Konami;YES;-;NO;-;-
blandia;Blandia;1992;Allumer;YES;-;NO;-;-
blastoff;Blast Off (Japan);1989;Namco;YES;-;NO;-;-
blazeon;Blaze On (Japan);1992;Atlus;YES;-;NO;-;-
blazer;Blazer (Japan);1987;Namco;YES;-;NO;-;-
blkheart;Black Heart;1991;UPL;YES;nmk004;NO;-;-
blkhole;Black Hole;1981;TDS;YES;-;NO;-;-
blkpnthr;Black Panther;1987;Konami;YES;-;NO;-;-
blktiger;Black Tiger;1987;Capcom;YES;-;NO;-;-
blmbycaru;Blomby Car (not encrypted);1994;ABM & Gecas;NO;blmbycar;YES;blmbycar;-
block;Block Block (World 911219 Joystick);1991;Capcom;YES;-;NO;-;-
blockcar;Block Carnival / Thunder & Lightning 2;1992;Visco;YES;-;NO;-;-
blockgal;Block Gal (MC-8123B, 317-0029);1987;Sega / Vic Tokai;YES;-;NO;-;-
blockhl;Block Hole;1989;Konami;YES;-;NO;-;-
blockout;Block Out (set 1);1989;Technos + California Dreams;YES;-;NO;-;-
bloodbro;Blood Bros. (set 1);1990;Tad;YES;-;NO;-;-
bloodwar;Blood Warrior;1994;Kaneko;YES;-;NO;-;-
bloxeed;Bloxeed (Japan, FD1094 317-0139);1990;Sega;YES;-;NO;-;-
blswhstl;Bells & Whistles (World, version L);1991;Konami;YES;-;NO;-;-
bluehawk;Blue Hawk;1993;Dooyong;YES;-;NO;-;-
blueprnt;Blue Print (Midway);1982;[Zilec Electronics] Bally Midway;YES;-;NO;-;-
blzntrnd;Blazing Tornado;1994;Human Amusement;YES;-;NO;-;-
bmaster;Blade Master (World);1991;Irem;YES;-;NO;-;-
bodyslam;Body Slam (8751 317-0015);1986;Sega;YES;-;NO;-;-
bogeyman;Bogey Manor [NULL];1985;Technos Japan;YES;-;NO;-;-
boggy84;Boggy '84;1983;Kaneko;YES;-;NO;-;-
bombbee;Bomb Bee;1979;Namco;YES;-;NO;-;-
bombjack;Bomb Jack (set 1);1984;Tehkan;YES;-;NO;-;-
bombkick;Bomb Kick (set 1);1998;Yun Sung;YES;-;NO;-;-
bongo;Bongo;1983;Jetsoft;YES;-;NO;-;-
bonkadv;B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin;1994;Kaneko;YES;-;NO;-;-
bonzeadv;Bonze Adventure (World, Newer);1988;Taito Corporation Japan;YES;-;NO;-;-
bottom9;Bottom of the Ninth (ver. T);1989;Konami;YES;-;NO;-;-
bouldash;Boulder Dash / Boulder Dash Part 2 (World);1990;Data East Corporation (licensed from First Star);YES;-;NO;-;-
bounty;The Bounty;1982;Orca;YES;-;NO;-;-
bowlrama;Bowl-O-Rama;1991;P&P Marketing;YES;-;NO;-;-
boxyboy;Boxy Boy (SB?);1990;Namco;YES;-;NO;-;-
brain;Brain;1986;Coreland / Sega;YES;-;NO;-;-
brapboysu;B.Rap Boys Special (US);1992;Kaneko;NO;brapboys;YES;brapboys;-
brkthru;Break Thru (US);1986;Data East USA;YES;-;NO;-;-
brubber;Burnin' Rubber;1982;Data East;YES;-;NO;-;-
bsharku;Battle Shark (US);1989;Taito America Corporation;NO;bshark;YES;bshark;-
bssoccer;Back Street Soccer [graphics issues?];1996;SunA;YES;-;NO;-;-
btlkroad;Battle K-Road;1994;Psikyo;YES;-;NO;-;-
bubblem;Bubble Memories: The Story Of Bubble Bobble III (Ver 2.4O 1996/02/15);1995;Taito Corporation Japan;YES;-;NO;-;-
bubbletr;Bubble Trouble (World, Rev B);1992;Namco;YES;-;NO;-;-
bubl2000;Bubble 2000;1998;Afega (Tuning license);YES;-;NO;-;-
bublbob2;Bubble Bobble II (Ver 2.6O 1994/12/16);1994;Taito Corporation Japan;YES;-;NO;-;-
bublboblr;Bubble Bobble (US, Ver 5.1);1986;Taito America Corporation (Romstar license);NO;bublbobl;YES;bublbobl;-
buccanrs;Buccaneers (set 1);1989;Duintronic;YES;-;NO;-;-
bucky;Bucky O'Hare (ver EAB);1992;Konami;YES;-;NO;-;-
bullet;Bullet (FD1094 317-0041);1987;Sega;YES;-;NO;-;-
bullfgt;Bullfight (315-5065);1984;Coreland / Sega;YES;-;NO;-;-
burglarx;Burglar X;1997;Unico;YES;-;NO;-;-
burnforc;Burning Force (Japan, new version (Rev C));1989;Namco;YES;-;NO;-;-
bwcasino;Boardwalk Casino;1983;EPOS Corporation;YES;-;NO;-;-
bwings;B-Wings (Japan new Ver.);1984;Data East Corporation;YES;-;NO;-;-
bygone;Bygone [Imperfect sound];1985;Taito Corporation;YES;-;NO;-;-
cabal;Cabal (World, Joystick);1988;TAD Corporation;YES;-;NO;-;-
cachat;Cachat (Japan);1993;Taito Corporation;YES;-;NO;-;-
cairblad;Change Air Blade (Japan);1999;Sammy;YES;-;NO;-;-
calibr50;Caliber 50;1989;Athena / Seta;YES;-;NO;-;-
calipso;Calipso;1982;Stern (Tago license);YES;-;NO;-;-
calorie;Calorie Kun vs Moguranian;1986;Sega;YES;-;NO;-;-
cameltry;Cameltry (US, YM2610);1989;Taito America Corporation;YES;-;NO;-;-
cannball;Cannon Ball (Yun Sung, horizontal);1995;Yun Sung / Soft Vision;YES;-;NO;-;-
cannonbp;Cannon Ball (Pacman Hardware) [wrong colors];198?;Novomatic;YES;-;NO;-;-
canvas;Canvas Croquis;1985;SNK;YES;-;NO;-;-
canyon;Canyon Bomber [No sound];1977;Atari;YES;-;NO;-;-
capbowl;Capcom Bowling (set 1);1988;Incredible Technologies / Capcom;YES;-;NO;-;-
captcommu;Captain Commando (910928 USA);1991;Capcom;NO;captcomm;YES;captcomm;-
cashquiz;Cash Quiz (Type B, Version 5) [Missing graphics due to undumped ROM!];1986;Zilec-Zenitone;YES;-;NO;-;-
catacomb;Catacomb [Bad Colours];1982;MTM Games;YES;-;NO;-;-
cavelon;Cavelon;1983;Jetsoft;YES;-;NO;-;-
cavenger;Cosmic Avenger;1981;Universal;YES;-;NO;-;-
cawingu;Carrier Air Wing (U.S. navy 901012 USA);1990;Capcom;NO;cawing;YES;cawing;-
cclimber;Crazy Climber (US);1980;Nichibutsu;YES;-;NO;-;-
cclimbr2;Crazy Climber 2 (Japan);1988;Nichibutsu;YES;-;NO;-;-
centiped;Centipede (revision 4);1980;Atari;YES;-;NO;-;-
chainrec;Chain Reaction (World, Version 2.2, 1995.09.25);1995;Data East;YES;-;NO;-;-
chaknpop;Chack'n Pop;1983;Taito Corporation;YES;-;NO;-;-
chameleo;Chameleon;1983;Jaleco;YES;-;NO;-;-
champwru;Champion Wrestler (US);1989;Taito America Corporation;NO;champwr;YES;champwr;-
chanbara;Chanbara;1985;Data East;YES;-;NO;-;-
changes;Changes;1982;Orca;YES;-;NO;-;-
charlien;Charlie Ninja;1995;Mitchell;YES;-;NO;-;-
chasehqu;Chase H.Q. (US);1988;Taito America Corporation;NO;chasehq;YES;chasehq;-
checkman;Check Man;1982;Zilex-Zenitone;YES;-;NO;-;-
cheekyms;Cheeky Mouse;1980;Universal;YES;-;NO;-;-
chelnovu;Chelnov - Atomic Runner (US);1988;Data East USA;NO;chelnov;YES;chelnov;-
chimerab;Chimera Beast (prototype);1993;Jaleco;YES;-;NO;-;-
chinagat;China Gate (US);1988;Technos Japan (Taito Romstar license);YES;-;NO;-;-
chinatwn;China Town (Japan);1991;Data East Corporation;YES;-;NO;-;-
chkun;Chance Kun (Japan);1988;Peni Soft;YES;-;NO;-;-
chokchok;Choky! Choky!;1995;SemiCom;YES;-;NO;-;-
choko;Choko (010820 Japan);2001;Mitchell;YES;-;NO;-;-
chopliftu;Choplifter (unprotected);1985;Sega;NO;choplift;YES;choplift;-
chopper;Chopper I (US set 1);1988;SNK;YES;-;NO;-;-
chqflag;Chequered Flag;1988;Konami;YES;-;NO;-;-
chukataiu;Chuka Taisen (US);1988;Taito America Corporation;NO;chukatai;YES;chukatai;-
circusc;Circus Charlie (level select, set 1);1984;Konami;YES;-;NO;-;-
citybomb;City Bomber (World);1987;Konami;YES;-;NO;-;-
citycon;City Connection (set 1);1985;Jaleco;YES;-;NO;-;-
cleopatr;Cleopatra Fortune (Ver 2.1J 1996/09/05);1996;Taito Corporation;YES;-;NO;-;-
cloak;Cloak & Dagger (rev 5);1983;Atari;YES;-;NO;-;-
cltchitr;Clutch Hitter (set 2, US, FD1094 317-0176);1991;Sega;YES;-;NO;-;-
cobracom;Cobra-Command (World/US revision 5);1988;Data East Corporation;YES;-;NO;-;-
combh;Combat Hawk;1987;Sega / Sanritsu;YES;-;NO;-;-
commandou;Commando (US, set 1);1985;Capcom (Data East USA license);NO;commando;YES;commando;-
commandw;Command War - Super Special Battle & War Game (Ver 0.0J) (Prototype) [Prototype];1992;Taito Corporation;YES;-;NO;-;-
commsega;Commando (Sega);1983;Sega;YES;-;NO;-;-
congo;Congo Bongo;1983;Sega;YES;-;NO;-;-
contcircu;Continental Circus (US set 1);1987;Taito America Corporation;NO;contcirc;YES;contcirc;-
contra;Contra (US / Asia, set 1);1987;Konami;YES;-;NO;-;-
cookbib;Cookie & Bibi (set 1);1995;SemiCom;YES;-;NO;-;-
cookbib2;Cookie & Bibi 2;1996;SemiCom;YES;-;NO;-;-
cookbib3;Cookie & Bibi 3;1997;SemiCom;YES;-;NO;-;-
cosmccop;Cosmic Cop (World);1991;Irem;YES;-;NO;-;-
cosmogng;Cosmo Gang the Video (US);1991;Namco;YES;-;NO;-;-
cottonu;Cotton (set 2, US, FD1094 317-0180);1991;Success / Sega;NO;cotton;YES;cotton;-
countrunb;Counter Run (bootleg set 1);1988;bootleg;NO;countrun;YES;countrun;-
cps1demo;Chaos Demo (CPS-1) [Demo];2000;Chaos;YES;-;NO;-;-
cps1frog;Frog Feast (CPS-1) [Homebrew];2006;Rastersoft (Homebrew);YES;-;NO;-;-
crazyfgt;Crazy Fight;1996;Subsino;YES;-;NO;-;-
crimecu;Crime City (US);1989;Taito America Corporation;NO;crimec;YES;crimec;-
crimfghtu;Crime Fighters (US 4 Players);1989;Konami;NO;crimfght;YES;crimfght;-
crospang;Cross Pang;1998;F2 System;YES;-;NO;-;-
crshrace;Lethal Crash Race (set 1);1993;Video System Co.;YES;-;NO;-;-
crush;Crush Roller (Kural Samno);1981;Kural Samno Electric;YES;-;NO;-;-
crusherm;Crusher Makochan (Japan);1999;Takumi;YES;-;NO;-;-
csclub;Capcom Sports Club (971017 Euro);1997;Capcom;YES;-;NO;-;-
csilver;Captain Silver (World);1987;Data East Corporation;YES;-;NO;-;-
ctribe;The Combatribes (US);1990;Technos Japan;YES;-;NO;-;-
cubybop;Cuby Bop (location test);199?;Hot-B Co., Ltd.;YES;-;NO;-;-
cuebrick;Cue Brick (World, version D);1989;Konami;YES;-;NO;-;-
cutefght;Cute Fighter;1998;SemiCom;YES;-;NO;-;-
cutieq;Cutie Q;1979;Namco;YES;-;NO;-;-
cworld;Capcom World (Japan);1990;Capcom;YES;-;NO;-;-
cworld2j;Adventure Quiz Capcom World 2 (920611 Japan);1992;Capcom;YES;-;NO;-;-
cybattlr;Cybattler;1993;Jaleco;YES;-;NO;-;-
cybertnk;Cyber Tank (v1.4);1988;Coreland;YES;-;NO;-;-
cybotsu;Cyberbots - fullmetal madness (950424 USA);1995;Capcom;NO;cybots;YES;cybots;-
cyvern;Cyvern (US);1998;Kaneko;YES;skns;NO;-;-
dacholer;Dacholer;1983;Nichibutsu;YES;-;NO;-;-
daioh;Daioh;1993;Athena;YES;-;NO;-;-
daitorid;Daitoride;1995;Metro;YES;-;NO;-;-
dambustr;Dambusters (US, set 1);1981;South West Research;YES;-;NO;-;-
dangar;Ufo Robo Dangar (4/07/1987);1986;Nichibutsu;YES;-;NO;-;-
dangseed;Dangerous Seed (Japan);1989;Namco;YES;-;NO;-;-
dankuga;Dan-Ku-Ga (Ver 0.0J 1994/12/13) (Prototype) [Prototype, Missing graphics are normal in this prototype];1994;Taito Corporation;YES;-;NO;-;-
daraku;Daraku Tenshi - The Fallen Angels;1998;Psikyo;YES;-;NO;-;-
dariusg;Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19);1994;Taito Corporation Japan;YES;-;NO;-;-
dariusgx;Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack);1994;Taito Corporation;YES;-;NO;-;-
dariusu;Darius (US);1986;Taito America Corporation;NO;darius;YES;darius;-
darkmist;The Lost Castle In Darkmist;1986;Taito Corporation;YES;-;NO;-;-
darkplnt;Dark Planet [Dial doesn't work very well];1982;Stern;YES;-;NO;-;-
darkseal;Dark Seal (World revision 3);1990;Data East Corporation;YES;-;NO;-;-
darktowr;Dark Tower;1992;Game Room;YES;-;NO;-;-
darwin;Darwin 4078 (Japan);1986;Data East Corporation;YES;-;NO;-;-
dassault4;Desert Assault (US 4 Players);1991;Data East Corporation;NO;thndzone;YES;thndzone;-
dblaxle;Double Axle (US);1991;Taito America Corporation;YES;-;NO;-;-
dbldynj;The Double Dynamites (Japan, 13NOV89);1989;Seibu Kaihatsu;YES;-;NO;-;-
dblewing;Double Wings;1993;Mitchell;YES;-;NO;-;-
dblpoint;Double Point;1995;Min Corp.;YES;-;NO;-;-
dbreed;Dragon Breed (M81 PCB version);1989;Irem;YES;-;NO;-;-
dbz;Dragonball Z (rev B);1993;Banpresto;YES;-;NO;-;-
dbz2;Dragonball Z 2 - Super Battle;1994;Banpresto;YES;-;NO;-;-
dcon;D-Con;1992;Success;YES;-;NO;-;-
ddcrewu;D. D. Crew (set 3, US, 4 Players, FD1094 317-0186);1991;Sega;NO;ddcrew;YES;ddcrew;-
ddonpach;DoDonPachi (International, master ver. 97/02/05);1997;Atlus / Cave;YES;-;NO;-;-
ddp2;Bee Storm - DoDonPachi II (V102, World);2001;IGS;YES;pgm;NO;-;-
ddpdoj;DoDonPachi Dai-Ou-Jou (V101, Japan);2002;Cave / AMI;YES;-;NO;-;-
ddragon2u;Double Dragon II - The Revenge (US);1988;Technos;NO;ddragon2;YES;ddragon2;-
ddragon3;Double Dragon 3 - The Rosetta Stone (US);1990;Technos Japan;YES;-;NO;-;-
ddragonu;Double Dragon (US set 1);1987;[Technos] (Taito America license);NO;ddragon;YES;ddragon;-
ddsomu;Dungeons & Dragons - shadow over mystara (960619 USA);1996;Capcom;NO;ddsom;YES;ddsom;-
ddtodu;Dungeons & Dragons - tower of doom (940125 USA);1994;Capcom;NO;ddtod;YES;ddtod;-
ddux;Dynamite Dux (set 2, FD1094 317-0096);1989;Sega;YES;-;NO;-;-
dealer;The Dealer [Incorrect Colors];198?;Epos Corporation;YES;-;NO;-;-
deerhunt;Deer Hunting USA V4.3;2000;Sammy USA Corporation;YES;-;NO;-;-
deluxe5;Deluxe 5 (ver. 0107, 07/01/2000, set 1);2000;ESD;YES;-;NO;-;-
demonwld;Demon's World / Horror Story (set 1);1990;Toaplan;YES;-;NO;-;-
deroon;Deroon DeroDero [No sound];1995;Tecmo;YES;-;NO;-;-
desertbr;Desert Breaker (World, FD1094 317-0196);1992;Sega;YES;-;NO;-;-
devilfsh;Devil Fish;1982;Artic;YES;-;NO;-;-
devilw;Devil World;1987;Konami;YES;-;NO;-;-
devstors;Devastators (ver. Z) [Minor Video glitches in level 2.];1988;Konami;YES;-;NO;-;-
dharma;Dharma Doujou;1994;Metro;YES;-;NO;-;-
diamond;Diamond Run;1985;KH Video;YES;-;NO;-;-
dietgou;Diet Go Go (USA v1.1 1992.09.26);1992;Data East Corporation;NO;dietgo;YES;dietgo;-
digdug;Dig Dug (rev 2);1982;Namco;YES;-;NO;-;-
digdug2;Dig Dug II (New Ver.);1985;Namco;YES;-;NO;-;-
dimahoou;Dimahoo (000121 USA);2000;8ing / Raizing / Capcom;NO;dimahoo;YES;dimahoo;-
dingo;Dingo;1983;Ashby Computers and Graphics LTD. (Jaleco license);YES;-;NO;-;-
dinorexu;Dino Rex (US);1992;Taito America Corporation;NO;dinorex;YES;dinorex;-
dinou;Cadillacs & Dinosaurs (930201 USA);1993;Capcom;NO;dino;YES;dino;-
dirtfoxj;Dirt Fox (Japan);1989;Namco;YES;-;NO;-;-
disco;Disco No.1;1982;Data East;YES;-;NO;-;-
diverboy;Diver Boy;1992;Electronic Devices Italy;YES;-;NO;-;-
djboy;DJ Boy (set 1);1989;Kaneko (American Sammy license);YES;-;NO;-;-
dkong3;Donkey Kong 3 (US);1983;Nintendo of America;YES;-;NO;-;-
dleague;Dynamite League (US);1990;Taito America Corporation;YES;-;NO;-;-
dmnfrnt;Demon Front (V105);2002;IGS;YES;pgm;NO;-;-
docastle;Mr. Do's Castle (set 1);1983;Universal;YES;-;NO;-;-
dockman;Dock Man [Parent set for working drivers];1982;Taito Corporation;YES;-;NO;-;-
dodgeman;Dodge Man;1983;Omori Electric Co., Ltd.;YES;-;NO;-;-
dogfgt;Acrobatic Dog-Fight;1984;Technos Japan;YES;-;NO;-;-
dogfight;Dog Fight (Thunderbolt);1983;Orca / Thunderbolt;YES;-;NO;-;-
dogyuun;Dogyuun;1992;Toaplan;YES;-;NO;-;-
dokaben;Dokaben (Japan);1989;Capcom;YES;-;NO;-;-
dolmen;Dolmen;1995;Afega;YES;-;NO;-;-
dommy;Dommy;198?;Technos;YES;-;NO;-;-
dondokodu;Don Doko Don (US);1989;Taito Corporation;NO;dondokod;YES;dondokod;-
donight;Mr.Do's Nightmare (hack by Krazy Ivan);2013;Krazy Ivan;YES;-;NO;-;-
donpachi;DonPachi (USA, ver. 1.12, 95/05/2x);1995;Atlus / Cave;YES;-;NO;-;-
dorodon;Dorodon (set 1);1982;Falcon;YES;-;NO;-;-
dorunrun;Do! Run Run (set 1);1984;Universal;YES;-;NO;-;-
dotrikun;Dottori Kun (new version);1990;Sega;YES;-;NO;-;-
dowild;Mr. Do's Wild Ride;1984;Universal;YES;-;NO;-;-
