name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof
ffight;Final Fight (World, set 1);1989;Capcom;YES;-;NO;-;-
frogger;Frogger;1981;Konami;YES;-;NO;-;-
garou;Garou - Mark of the Wolves (NGM-2530);1999;SNK;YES;neogeo;NO;-;-
gforce2;Galaxy Force 2;1988;Sega;YES;-;NO;-;-
ghouls;Ghouls'n Ghosts (World);1988;Capcom;YES;-;NO;-;-
gigas;Gigas (MC-8123, 317-5002) [Please use gigasb instead!];1986;SEGA;YES;-;NO;-;-
gloc;G-LOC Air Battle (World);1990;Sega;YES;-;NO;-;-
gng;Ghosts'n Goblins (World? set 1);1985;Capcom;YES;-;NO;-;-
goldnaxe;Golden Axe (set 6, US, 8751 317-123A);1989;Sega;YES;-;NO;-;-
gradius3;Gradius III (World, program code R);1989;Konami;YES;-;NO;-;-
gunsmoke;Gun.Smoke (World, 851115);1985;Capcom;YES;-;NO;-;-
gyruss;Gyruss (Konami);1983;Konami;YES;-;NO;-;-
hangon;Hang-On (rev A);1985;Sega;YES;-;NO;-;-
hangonjr;Hang-On Jr. [Graphics issues on the Game Over screen];1985;Sega;YES;-;NO;-;-
joemacr;Joe & Mac Returns (World, Version 1.1, 1994.05.27);1994;Data East;YES;-;NO;-;-
jojo;JoJo's Venture / JoJo no Kimyou na Bouken (USA 990128);1998;Capcom;YES;-;NO;-;-
jojoba;JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927);1999;Capcom;YES;-;NO;-;-
jrpacman;Jr. Pac-Man (11/9/83);1983;Bally Midway;YES;-;NO;-;-
kof2000;The King of Fighters 2000 (NGM-2570) (NGH-2570);2000;SNK;YES;neogeo;NO;-;-
kof2001;The King of Fighters 2001 (NGM-262?);2001;SNK / Eolith;YES;neogeo;NO;-;-
kof2002;The King of Fighters 2002 (NGM-2650)(NGH-2650);2002;Eolith / Playmore;YES;neogeo;NO;-;-
kof2003;The King of Fighters 2003 (NGM-2710);2003;SNK Playmore;YES;neogeo;NO;-;-
kof94;The King of Fighters '94 (NGM-055)(NGH-055);1994;SNK;YES;neogeo;NO;-;-
kof95;The King of Fighters '95 (NGM-084);1995;SNK;YES;neogeo;NO;-;-
kof96;The King of Fighters '96 (NGM-214);1996;SNK;YES;neogeo;NO;-;-
kof97;The King of Fighters '97 (NGM-2320);1997;SNK;YES;neogeo;NO;-;-
kof98;The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420);1998;SNK;YES;neogeo;NO;-;-
kof99;The King of Fighters '99 - Millennium Battle (NGM-2510);1999;SNK;YES;neogeo;NO;-;-
kotm;King of the Monsters (set 1);1991;SNK;YES;neogeo;NO;-;-
kotm2;King of the Monsters 2 - The Next Thing (NGM-039)(NGH-039);1992;SNK;YES;neogeo;NO;-;-
kov2;Knights of Valour 2 (V107, 102, 100, Hong Kong);2000;IGS;YES;pgm;NO;-;-
kungfum;Kung-Fu Master;1984;Irem;YES;-;NO;-;-
ladybug;Lady Bug;1981;Universal;YES;-;NO;-;-
lastblad;The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340);1997;SNK;YES;neogeo;NO;-;-
lastbld2;The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430)(NGH-2430);1998;SNK;YES;neogeo;NO;-;-
lbowling;League Bowling (NGM-019)(NGH-019);1990;SNK;YES;neogeo;NO;-;-
ldrun;Lode Runner (set 1);1984;Irem (licensed from Broderbund);YES;-;NO;-;-
ldrun2;Lode Runner II - The Bungeling Strikes Back;1984;Irem (licensed from Broderbund);YES;-;NO;-;-
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu;1986;Irem (licensed from Broderbund);YES;-;NO;-;-
magdrop2;Magical Drop II;1996;Data East Corporation;YES;neogeo;NO;-;-
magdrop3;Magical Drop III;1997;Data East Corporation;YES;neogeo;NO;-;-
mappy;Mappy (US);1983;Namco;YES;-;NO;-;-
mario;Mario Bros. (US, Revision F) [Imperfect sound];1983;Nintendo of America;YES;-;NO;-;-
mercs;Mercs (900302 etc);1990;Capcom;YES;-;NO;-;-
milliped;Millipede;1982;Atari;YES;-;NO;-;-
mrdo;Mr. Do!;1982;Universal;YES;-;NO;-;-
mshu;Marvel Super Heroes (951024 USA);1995;Capcom;NO;msh;YES;msh;-
mshvsf;Marvel Super Heroes vs Street Fighter (970625 Euro);1997;Capcom;YES;-;NO;-;-
mslug;Metal Slug - Super Vehicle-001;1996;Nazca;YES;neogeo;NO;-;-
mslug2;Metal Slug 2 - Super Vehicle-001/II (NGM-2410) (NGH-2410);1998;SNK;YES;neogeo;NO;-;-
mslug3;Metal Slug 3 (NGM-2560);2000;SNK;YES;neogeo;NO;-;-
mslug4;Metal Slug 4 (NGM-2630);2002;Mega;YES;neogeo;NO;-;-
mslug5;Metal Slug 5 (NGM-2680);2003;SNK Playmore;YES;neogeo;NO;-;-
mslugx;Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500);1999;SNK;YES;neogeo;NO;-;-
mspacman;MS Pacman;1980;Namco;YES;-;NO;-;-
msword;Magic Sword - heroic fantasy (25.07.1990 other country);1990;Capcom;YES;-;NO;-;-
mvsc;Marvel vs Capcom - clash of super heroes (980123 Euro);1998;Capcom;YES;-;NO;-;-
mwalk;Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159);1990;Sega;YES;-;NO;-;-
nbamht;NBA Maximum Hangtime (rev 1.03 06/09/97);1996;Midway;YES;-;NO;-;-
nemesis;Nemesis (ROM version);1985;Konami;YES;-;NO;-;-
neodrift;Neo Drift Out - New Technology;1996;Visco;YES;neogeo;NO;-;-
neogeo;NeoGeo BIOS;-;-;YES;neogeo;NO;-;-
pang;Pang (World);1989;Mitchell;YES;-;NO;-;-
parodius;Parodius DA! (World, set 1);1990;Konami;YES;-;NO;-;-
pbobble4;Puzzle Bobble 4 (Ver 2.04O 1997/12/19);1997;Taito Corporation;YES;-;NO;-;-
pdrift;Power Drift (World, Rev A) [Select Auto-Center preset in Input Configuration];1988;Sega;YES;-;NO;-;-
pengo;Pengo (set 1 rev c);1982;Sega;YES;-;NO;-;-
phoenix;Phoenix (Amstar);1980;Amstar;YES;-;NO;-;-
pitfall2;Pitfall II (315-5093);1985;Sega;YES;-;NO;-;-
punisher;The Punisher (930422 etc);1993;Capcom;YES;-;NO;-;-
raiden;Raiden (set 1);1990;Seibu Kaihatsu;YES;-;NO;-;-
raiden2;Raiden II (US, set 1);1993;Seibu Kaihatsu (Fabtek license);YES;-;NO;-;-
rallyx;Rally X (32k Ver.?);1980;Namco;YES;-;NO;-;-
rastan;Rastan (World Rev 1);1987;Taito Corporation Japan;YES;-;NO;-;-
rthun2;Rolling Thunder 2;1990;Namco;YES;-;NO;-;-
rthunder;Rolling Thunder (rev 3);1986;Namco;YES;-;NO;-;-
rtype;R-Type (World);1987;Irem;YES;-;NO;-;-
rtype2;R-Type II;1989;Irem;YES;-;NO;-;-
rygar;Rygar (US set 1);1986;Tecmo;YES;-;NO;-;-
salamand;Salamander (version D);1986;Konami;YES;-;NO;-;-
samsho;Samurai Shodown / Samurai Spirits (NGM-045);1993;SNK;YES;neogeo;NO;-;-
samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru jigokuhen (NGM-063)(NGH-063);1994;SNK;YES;neogeo;NO;-;-
samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087);1995;SNK;YES;neogeo;NO;-;-
samsho4;Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222)(NGH-222);1996;SNK;YES;neogeo;NO;-;-
samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700);2003;Yuki Enterprise / SNK Playmore;YES;neogeo;NO;-;-
sci;Special Criminal Investigation (World set 1);1989;Taito Corporation Japan;YES;-;NO;-;-
scontra;Super Contra;1988;Konami;YES;-;NO;-;-
scramble;Scramble;1981;Konami;YES;-;NO;-;-
sf;Street Fighter (US, set 1);1987;Capcom;YES;-;NO;-;-
sf2;Street Fighter II - The World Warrior (910522 etc);1991;Capcom;YES;-;NO;-;-
sf2ce;Street Fighter II' - Champion Edition (street fighter 2' 920513 etc);1992;Capcom;YES;-;NO;-;-
sf2hf;Street Fighter II' - Hyper Fighting (street fighter 2' T 921209 ETC);1992;Capcom;YES;-;NO;-;-
sfa;Street Fighter Alpha - warriors' dreams (950727 Euro);1995;Capcom;YES;-;NO;-;-
sfa2;Street Fighter Alpha 2 (960229 Euro);1996;Capcom;YES;-;NO;-;-
sfa3;Street Fighter Alpha 3 (980904 Euro);1998;Capcom;YES;-;NO;-;-
sfiii;Street Fighter III: New Generation (Euro 970204);1997;Capcom;YES;-;NO;-;-
sfiii2;Street Fighter III 2nd Impact: Giant Attack (USA 970930);1997;Capcom;YES;-;NO;-;-
sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Euro 990608);1999;Capcom;YES;-;NO;-;-
shangon;Super Hang-On (sitdown/upright, unprotected);1987;Sega;YES;-;NO;-;-
sharrier;Space Harrier (Rev A, 8751 315-5163A);1985;Sega;YES;-;NO;-;-
simpsons;The Simpsons (4 Players World, set 1);1991;Konami;YES;-;NO;-;-
solomon;Solomon's Key (US);1986;Tecmo;YES;-;NO;-;-
spacedx;Space Invaders DX (US, v2.1);1994;Taito Corporation;YES;-;NO;-;-
spf2t;Super Puzzle Fighter II Turbo (Super Puzzle Fighter 2 Turbo 960529 Euro);1996;Capcom;YES;-;NO;-;-
splatter;Splatter House (World, new version (SH3));1988;Namco;YES;-;NO;-;-
ssf2;Super Street Fighter II - the new challengers (super street fighter 2 931005 etc);1993;Capcom;YES;-;NO;-;-
ssriders;Sunset Riders (4 Players ver. EAC);1991;Konami;YES;-;NO;-;-
strider;Strider (US set 1);1989;Capcom;YES;-;NO;-;-
strkfgtr;Strike Fighter (World);1991;Sega;YES;-;NO;-;-
superpac;Super Pac-Man;1982;Namco;YES;-;NO;-;-
svc;SNK vs. Capcom - SVC Chaos (NGM-2690)(NGH-2690);2003;SNK Playmore;YES;neogeo;NO;-;-
tbowl;Tecmo Bowl (World?);1987;Tecmo;YES;-;NO;-;-
tetris;Tetris (set 4, Japan, System 16A, FD1094 317-0093);1988;Sega;YES;-;NO;-;-
tgm2;Tetris the Absolute The Grand Master 2;2000;Arika;YES;-;NO;-;-
timeplt;Time Pilot;1982;Konami;YES;-;NO;-;-
tmnt;Teenage Mutant Ninja Turtles (World 4 Players, version X);1989;Konami;YES;-;NO;-;-
tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver. UAA);1991;Konami;YES;-;NO;-;-
trackfld;Track & Field;1983;Konami;YES;-;NO;-;-
turfmast;Neo Turf Masters / Big Tournament Golf;1996;Nazca;YES;neogeo;NO;-;-
twinspri;Twinkle Star Sprites;1996;ADK;YES;neogeo;NO;-;-
wb3;Wonder Boy III - Monster Lair (set 6, World, System 16B, 8751 317-0098);1988;Sega / Westone;YES;-;NO;-;-
wbml;Wonder Boy in Monster Land (Japan New Ver., MC-8123, 317-0043);1987;Sega / Westone;YES;-;NO;-;-
wboy;Wonder Boy (set 1, 315-5177);1986;Sega (Escape License);YES;-;NO;-;-
wjammers;Windjammers / Flying Power Disc;1994;Data East Corporation;YES;neogeo;NO;-;-
wrally;World Rally (Version 1.0, Checksum 0E56);1993;Gaelco;YES;-;NO;-;-
xmcota;X-Men - children of the atom (950331 Euro);1995;Capcom;YES;-;NO;-;-
xmen;X-Men (4 Players ver UBB);1992;Konami;YES;-;NO;-;-
xmvsf;X-Men vs Street Fighter (961004 Euro);1996;Capcom;YES;-;NO;-;-
