name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
andromed;Andromeda (Japan[Q]);1979;Irem;NO;-;YES;-;-
angelkds;Angel Kids (Japan);1988;Sega / Nasco?;NO;-;YES;-;-
anteater;Anteater;1982;[Stern] (Tago license);NO;-;YES;-;-
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku;1994;ADK / SNK;NO;neogeo;YES;-;-
aof;Art of Fighting / Ryuuko no Ken;1992;SNK;NO;neogeo;YES;-;-
aof2;Art of Fighting 2 / Ryuuko no Ken 2;1994;SNK;NO;neogeo;YES;-;-
aof3;Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden;1996;SNK;NO;neogeo;YES;-;-
apb;APB - All Points Bulletin (rev 7);1987;Atari Games;NO;-;YES;-;-
apparel;Apparel Night (Japan 860929);1986;Central Denshi;NO;-;YES;-;-
appoooh;Appoooh;1984;[Sanritsu] Sega;NO;-;YES;-;-
aquajack;Aqua Jack (World);1990;Taito Corporation Japan;NO;-;YES;-;-
aquarium;Aquarium (Japan);1996;Excellent System;NO;-;YES;-;-
aquarush;Aqua Rush (AQ1-VER.A);1999;Namco;NO;-;YES;-;-
arabfgt;Arabian Fight;1992;Sega;NO;-;YES;-;-
arabian;Arabian;1983;Sun Electronics;NO;-;YES;-;-
arabianm;Arabian Magic (World);1992;Taito Corporation Japan;NO;-;YES;-;-
arbalest;Arbalester;1989;Seta;NO;-;YES;-;-
arcadecl;Arcade Classics (prototype);1992;Atari Games;NO;-;YES;-;-
archrivl;Arch Rivals (rev 4.0);1989;Bally Midway;NO;-;YES;-;-
area51;Area 51;1995;Atari Games;NO;-;YES;-;-
area51mx;Area 51 - Maximum Force Duo v2.0;1998;Atari Games;NO;-;YES;-;-
arescue;Air Rescue;1992;Sega;NO;-;YES;-;-
argus;Argus;1986;[NMK] (Jaleco license);NO;-;YES;-;-
argusg;Argus (Gottlieb, prototype);1984;Gottlieb;NO;-;YES;-;-
arkanoid;Arkanoid (World);1986;Taito Corporation Japan;NO;-;YES;-;-
arkarea;Ark Area;1988?;UPL;NO;-;YES;-;-
arknoid2;Arkanoid - Revenge of DOH (World);1987;Taito Corporation Japan;NO;-;YES;-;-
arkretrn;Arkanoid Returns (Japan);1997;Taito Corporation;NO;-;YES;-;-
arlingtn;Arlington Horse Racing (v1.21-D);1991;Strata/Incredible Technologies;NO;-;YES;-;-
armedf;Armed Formation;1988;Nichibutsu;NO;-;YES;-;-
armora;Armor Attack;1980;Cinematronics;NO;-;YES;-;-
armorcar;Armored Car (set 1);1981;Stern;NO;-;YES;-;-
armwar;Armored Warriors (Euro 941011);1994;Capcom;NO;-;YES;-;-
armwrest;Arm Wrestling;1985;Nintendo;NO;-;YES;-;-
ashura;Ashura Blaster (Japan);1990;Taito Corporation;NO;-;YES;-;-
aso;ASO - Armored Scrum Object;1985;SNK;NO;-;YES;-;-
assault;Assault;1988;Namco;NO;-;YES;-;-
astdelux;Asteroids Deluxe (rev 2);1980;Atari;NO;-;YES;-;-
asterix;Asterix (World ver. EAD);1992;Konami;NO;-;YES;-;-
asteroid;Asteroids (rev 2);1979;Atari;NO;-;YES;-;-
astinvad;Astro Invader;1980;Stern;NO;-;YES;-;invaders
astorm;Alien Storm;1990;Sega;NO;-;YES;-;-
astrass;Astra SuperStars;1998;Sunsoft;NO;stvbios;YES;-;-
astrob;Astro Blaster (version 3);1981;Sega;NO;-;YES;-;-
astrof;Astro Fighter (set 1);1979;Data East;NO;-;YES;-;-
astropal;Astropal;1980;Sidam;NO;-;YES;-;invaders
astyanax;The Astyanax;1989;Jaleco;NO;-;YES;-;-
asuka;Asuka and Asuka (Japan);1988;Taito Corporation;NO;-;YES;-;-
asurabld;Asura Blade - Sword of Dynasty;1998;Fuuki;NO;-;YES;-;-
asurabus;Asura Buster - Eternal Warriors;2000;Fuuki;NO;-;YES;-;-
asylum;Asylum (prototype);1991;Leland Corp.;NO;-;YES;-;-
atarifb;Atari Football (revision 2);1978;Atari;NO;-;YES;-;-
ataxx;Ataxx (set 1);1990;Leland Corp.;NO;-;YES;-;-
atehate;Athena no Hatena [Q];1993;Athena;NO;-;YES;-;-
atetris;Tetris (set 1);1988;Atari Games;NO;-;YES;-;-
athena;Athena;1986;SNK;NO;-;YES;-;-
atlantis;Battle of Atlantis (set 1);1981;Comsoft;NO;-;YES;-;-
atomicp;Atomic Point (Korea);1990;Philko;NO;-;YES;-;-
aurail;Aurail (set 1);1990;Sega / Westone;NO;-;YES;-;-
av2mj1bb;AV2Mahjong No.1 Bay Bridge no Seijo (Japan);1991;MIKI SYOUJI/AV JAPAN;NO;-;YES;-;-
av2mj2rg;AV2Mahjong No.2 Rouge no Kaori (Japan);1991;MIKI SYOUJI/AV JAPAN;NO;-;YES;-;-
avalnche;Avalanche;1978;Atari;NO;-;YES;-;-
avengers;Avengers (US set 1);1987;Capcom;NO;-;YES;-;-
avengrgs;Avengers In Galactic Storm (US/Europe 1.0);1995;Data East Corporation;NO;-;YES;-;-
avsp;Alien vs. Predator (Euro 940520);1994;Capcom;NO;-;YES;-;-
avspirit;Avenging Spirit;1991;Jaleco;NO;-;YES;-;-
aztarac;Aztarac;1983;Centuri;NO;-;YES;-;-
azurian;Azurian Attack;1982;Rait Electronics Ltd;NO;-;YES;-;-
b2b;Bang Bang Busters;1994;Visco;NO;neogeo;YES;-;-
backfire;Backfire!;1995;Data East Corporation;NO;-;YES;-;-
baddudes;Bad Dudes vs. Dragonninja (US);1988;Data East USA;NO;-;YES;-;-
badlands;Bad Lands;1989;Atari Games;NO;-;YES;-;-
bagman;Bagman;1982;Valadon Automation;NO;-;YES;-;-
bakatono;Bakatonosama Mahjong Manyuki;1991;Monolith Corp.;NO;neogeo;YES;-;-
bakubaku;Baku Baku Animal;1996;Sega;NO;stvbios;YES;-;-
bakubrkr;Bakuretsu Breaker;1992;Kaneko;NO;-;YES;-;-
bakutotu;Bakutotsu Kijuutei;1988;Namco;NO;-;YES;-;-
balcube;Bal Cube;1996;Metro;NO;-;YES;-;-
ballbomb;Balloon Bomber;1980;Taito;NO;-;YES;-;invaders
ballbros;Balloon Brothers;1992;East Technology;NO;-;YES;-;-
balonfgt;Vs. Balloon Fight;1984;Nintendo;NO;-;YES;-;-
baluba;Baluba-louk no Densetsu;1986;Able Corp, Ltd.;NO;-;YES;-;-
bananadr;Mahjong Banana Dream [BET] (Japan 891124);1989;Digital Soft;NO;-;YES;-;-
bang;Bang!;1998;Gaelco;NO;-;YES;-;-
bangball;Bang Bang Ball (v1.05);1996;Banpresto / Kunihiko Tashiro+Goodhouse;NO;-;YES;-;-
bangbead;Bang Bead;2000;Visco;NO;neogeo;YES;-;-
bankp;Bank Panic;1984;[Sanritsu] Sega;NO;-;YES;-;-
baraduke;Baraduke (set 1);1985;Namco;NO;-;YES;-;-
barricad;Barricade;1976;RamTek;NO;-;YES;-;-
barrier;Barrier;1979;Vectorbeam;NO;-;YES;-;-
baryon;Baryon - Future Assault;1997;SemiCom / Tirano;NO;-;YES;-;-
basebal2;Baseball The Season II;1987;Cinematronics;NO;-;YES;-;-
batcir;Battle Circuit (Euro 970319);1997;Capcom;NO;-;YES;-;-
batman;Batman;1991;Atari Games;NO;-;YES;-;-
batmanfr;Batman Forever;1996;Acclaim;NO;stvbios;YES;-;-
batrider;Armed Police Batrider (Japan, version B);1998;Raizing / Eighting;NO;-;YES;-;-
batsugun;Batsugun;1993;Toaplan;NO;-;YES;-;-
battlane;Battle Lane! Vol. 5 (set 1);1986;Technos (Taito license);NO;-;YES;-;-
battlcry;Battlecry;1991;Home Data;NO;-;YES;-;-
battleg;Battle Garegga - Type 2 (Denmark - China) (Tue Apr 2 1996);1996;Raizing / Eighting;NO;-;YES;-;-
battlera;Battle Rangers (World);1988;Data East Corporation;NO;-;YES;-;-
battlex;Battle Cross;1982;Omori Electric;NO;-;YES;-;-
battlnts;Battlantis;1987;Konami;NO;-;YES;-;-
battroad;The Battle-Road;1984;Irem;NO;-;YES;-;-
bayroute;Bay Route (set 1);1989;Sunsoft / Sega;NO;-;YES;-;-
bbakraid;Battle Bakraid (Japan) (Wed Apr 7 1999);1999;Eighting;NO;-;YES;-;-
bballs;Bouncing Balls;1991;Comad;NO;-;YES;-;-
bbbxing;Best Bout Boxing;1994;Jaleco;NO;-;YES;-;-
bbmanw;Bomber Man World (World);1991;Irem;NO;-;YES;-;-
bbonk;Bigfoot Bonkers;1976;Meadows Games, Inc.;NO;-;YES;-;-
bbprot;Untitled Fighter 'BB' (prototype);199?;<unknown>;NO;-;YES;-;-
bbusters;Beast Busters (World [Q]);1989;SNK;NO;-;YES;-;-
bchopper;Battle Chopper;1987;Irem;NO;-;YES;-;-
bcruzm12;Battle Cruiser M-12;1983;Sigma Enterprises Inc.;NO;-;YES;-;-
bcstry;B.C. Story (set 1);1997;SemiCom;NO;-;YES;-;-
beaminv;Beam Invader;19??;Tekunon Kougyou;NO;-;YES;-;-
beastrzr;Beastorizer;1997;Eighting/Raizing;NO;psarc95;YES;-;-
beathead;BeatHead (prototype);1993;Atari Games;NO;-;YES;-;-
beezer;Beezer (set 1);1982;Tong Electronic;NO;-;YES;-;-
benberob;Ben Bero Beh (Japan);1984;Taito;NO;-;YES;-;-
berabohm;Beraboh Man (Japan version C);1988;Namco;NO;-;YES;-;-
berlwall;The Berlin Wall (set 1);1991;Kaneko;NO;-;YES;-;-
bermudat;Bermuda Triangle (Japan);1987;SNK;NO;-;YES;-;-
berzerk;Berzerk (set 1);1980;Stern;NO;-;YES;-;-
bigbucks;Big Bucks;1986;Dynasoft Inc.;NO;-;YES;-;-
bigevglf;Big Event Golf;1986;Taito America Corporation;NO;-;YES;-;-
bigkarnk;Big Karnak;1991;Gaelco;NO;-;YES;-;-
bigprowr;The Big Pro Wrestling!;1983;Technos;NO;-;YES;-;-
bigrun;Big Run (11th Rallye version);1989;Jaleco;NO;-;YES;-;-
bigstrik;Big Striker;1992;Jaleco;NO;-;YES;-;-
bigtwin;Big Twin;1995;Playmark;NO;-;YES;-;-
bijokkog;Bijokko Gakuen (Japan 880116);1988;Nichibutsu;NO;-;YES;-;-
bijokkoy;Bijokko Yume Monogatari (Japan 870925);1987;Nichibutsu;NO;-;YES;-;-
bioatack;Bio Attack;1983;Taito Corporation (Fox Video Games license);NO;-;YES;-;-
biofreak;BioFreaks (prototype);1997;Midway Games;NO;-;YES;-;-
biomtoy;Biomechanical Toy (unprotected);1995;Gaelco;NO;-;YES;-;-
bionicc;Bionic Commando (US set 1);1987;Capcom;NO;-;YES;-;-
bioship;Bio-ship Paladin;1990;UPL (American Sammy license);NO;-;YES;-;-
birdtry;Birdie Try (Japan);1988;Data East Corporation;NO;-;YES;-;-
bishi;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);1996;Konami;NO;-;YES;-;-
bjourney;Blue's Journey / Raguy;1990;Alpha Denshi Co.;NO;neogeo;YES;-;-
bjtwin;Bomb Jack Twin;1993;NMK;NO;-;YES;-;-
bking;Birdie King;1982;Taito Corporation;NO;-;YES;-;-
bking2;Birdie King 2;1983;Taito Corporation;NO;-;YES;-;-
bking3;Birdie King 3;1984;Taito Corporation;NO;-;YES;-;-
bkrtmaq;Bakuretsu Quiz Ma-Q Dai Bouken (Japan);1992;Namco;NO;-;YES;-;-
bladestl;Blades of Steel (version T);1987;Konami;NO;-;YES;-;-
blandia;Blandia;1992;Allumer;NO;-;YES;-;-
blasted;Blasted;1988;Bally Midway;NO;-;YES;-;-
blaster;Blaster;1983;Williams;NO;-;YES;-;-
blasto;Blasto;1978;Gremlin;NO;-;YES;-;blockade
blastoff;Blast Off (Japan);1989;Namco;NO;-;YES;-;-
blazeon;Blaze On (Japan);1992;Atlus;NO;-;YES;-;-
blazer;Blazer (Japan);1987;Namco;NO;-;YES;-;-
blazstar;Blazing Star;1998;Yumekobo;NO;neogeo;YES;-;-
blitz;NFL Blitz;1997;Midway Games;NO;-;YES;-;-
blitz2k;NFL Blitz 2000;1999;Midway Games;NO;-;YES;-;-
blitz99;NFL Blitz '99;1998;Midway Games;NO;-;YES;-;-
blkheart;Black Heart;1991;UPL;NO;-;YES;-;-
blkhole;Black Hole;1981;TDS;NO;-;YES;-;-
blkpnthr;Black Panther;1987;Konami;NO;-;YES;-;-
blktiger;Black Tiger;1987;Capcom;NO;-;YES;-;-
blmbycar;Blomby Car;1994;ABM and Gecas;NO;-;YES;-;-
block;Block Block (World 911106 Joystick);1991;Capcom;NO;-;YES;-;-
blockade;Blockade;1976;Gremlin;NO;-;YES;-;-
blockcar;Block Carnival - Thunder and Lightning 2;1992;Visco;NO;-;YES;-;-
blocken;Blocken (Japan);1994;KID / Visco;NO;-;YES;-;-
blockgal;Block Gal;1987;Sega / Vic Tokai;NO;-;YES;-;-
blockhl;Block Hole;1989;Konami;NO;-;YES;-;-
blockout;Block Out (set 1);1989;Technos + California Dreams;NO;-;YES;-;-
bloodbro;Blood Bros.;1990;Tad;NO;-;YES;-;-
bloodstm;Blood Storm (v2.22);1994;Strata/Incredible Technologies;NO;-;YES;-;-
bloodwar;Blood Warrior;1994;Kaneko;NO;-;YES;-;-
bloxeed;Bloxeed;1990;Sega;NO;-;YES;-;-
blstroid;Blasteroids (rev 4);1987;Atari Games;NO;-;YES;-;-
blswhstl;Bells and Whistles (Version L);1991;Konami;NO;-;YES;-;-
bluehawk;Blue Hawk;1993;Dooyong;NO;-;YES;-;-
blueprnt;Blue Print (Midway);1982;[Zilec Electronics] Bally Midway;NO;-;YES;-;-
blueshrk;Blue Shark;1978;Midway;NO;-;YES;-;-
blzntrnd;Blazing Tornado;1994;Human Amusement;NO;-;YES;-;-
bm1stmix;beatmania (ver JA-B);1997;Konami;NO;-;YES;-;-
bm2ndmix;beatmania 2nd MIX (ver JA-B);1998;Konami;NO;-;YES;-;-
bm4thmix;beatmania 4th MIX (ver JA-A);1999;Konami;NO;-;YES;-;-
bmaster;Blade Master (World);1991;Irem;NO;-;YES;-;-
bmcompmx;beatmania complete MIX (ver JA-B);1999;Konami;NO;-;YES;-;-
bmcorerm;beatmania CORE REMIX (ver JA-A);2000;Konami;NO;-;YES;-;-
bmdct;beatmania f. Dreams Come True (ver JA-A);2000;Konami;NO;-;YES;-;-
bnglngby;Vs. Raid on Bungeling Bay (Japan);1985;Nintendo / Broderbund Software Inc.;NO;-;YES;-;-
bnzabros;Bonanza Bros;1990;Sega;NO;-;YES;-;-
bodyslam;Body Slam;1986;Sega;NO;-;YES;-;-
bogeyman;Bogey Manor;1985;Technos Japan;NO;-;YES;-;-
boggy84;Boggy '84;1983;bootleg;NO;-;YES;-;-
bombbee;Bomb Bee;1979;Namco;NO;-;YES;-;-
bombjack;Bomb Jack (set 1);1984;Tehkan;NO;-;YES;-;-
bombkick;Bomb Kick;1998;Yun Sung;NO;-;YES;-;-
bonkadv;Bonk's Adventure;1994;Kaneko;NO;-;YES;-;-
bonzeadv;Bonze Adventure (World);1988;Taito Corporation Japan;NO;-;YES;-;-
boogwing;Boogie Wings (Euro v1.5);1992;Data East Corporation;NO;-;YES;-;-
boomrang;Boomer Rang'r - Genesis;1983;Data East Corporation;NO;-;YES;-;-
boothill;Boot Hill;1977;Midway;NO;-;YES;-;-
borench;Borench;1990;Sega;NO;-;YES;-;-
borntofi;Born To Fight;1987;International Games;NO;-;YES;-;-
bosco;Bosconian (new version);1981;Namco;NO;-;YES;-;-
botanic;Botanic (English / Spanish, set 1);1983;Itisa;NO;-;YES;-;-
bottom9;Bottom of the Ninth (version T);1989;Konami;NO;-;YES;-;-
bouldash;Boulder Dash - Boulder Dash Part 2 (World);1990;Data East Corporation (licensed from First Star);NO;-;YES;-;-
bounty;The Bounty;1982;Orca;NO;-;YES;-;-
bowler;4 Player Bowling Alley;1978;Midway;NO;-;YES;-;-
bowlrama;Bowl-O-Rama;1991;PandP Marketing;NO;-;YES;-;-
boxer;Boxer (prototype);1978;Atari;NO;-;YES;-;-
boxingb;Boxing Bugs;1981;Cinematronics;NO;-;YES;-;-
boxyboy;Boxy Boy (US);1990;Namco;NO;-;YES;-;-
bradley;Bradley Trainer;1980;Atari;NO;-;YES;-;-
brain;Brain;1986;Coreland / Sega;NO;-;YES;-;-
brapboys;B.Rap Boys (World);1992;Kaneko;NO;-;YES;-;-
breakers;Breakers;1996;Visco;NO;neogeo;YES;-;-
brickzn;Brick Zone (v5.0);1992;SunA;NO;-;YES;-;-
brival;Burning Rival (Japan);1992;Sega;NO;-;YES;-;-
brkthru;Break Thru (US);1986;Data East USA;NO;-;YES;-;-
brubber;Burnin' Rubber;1982;Data East;NO;-;YES;-;-
brutforc;Brute Force;1991;Leland Corp.;NO;-;YES;-;-
brvblade;Brave Blade (JAPAN);2000;Eighting/Raizing;NO;psarc95;YES;-;-
bshark;Battle Shark (US);1989;Taito America Corporation;NO;-;YES;-;-
bsktball;Basketball;1979;Atari;NO;-;YES;-;-
bssoccer;Back Street Soccer;1996;SunA;NO;-;YES;-;-
bstars;Baseball Stars Professional;1990;SNK;NO;neogeo;YES;-;-
bstars2;Baseball Stars 2;1992;SNK;NO;neogeo;YES;-;-
btime;Burger Time (Data East set 1);1982;Data East Corporation;NO;-;YES;-;-
btlecity;Vs. Battle City;1985;Namco;NO;-;YES;-;-
btlkroad;Battle K-Road;1994;Psikyo;NO;-;YES;-;-
btoads;Battle Toads;1994;Rare;NO;-;YES;-;-
bubblem;Bubble Memories - The Story Of Bubble Bobble 3 (World);1995;Taito Corporation Japan;NO;-;YES;-;-
bubbles;Bubbles;1982;Williams;NO;-;YES;-;-
bubl2000;Bubble 2000;1998;Tuning;NO;-;YES;-;-
bublbob2;Bubble Bobble 2 (World);1994;Taito Corporation Japan;NO;-;YES;-;-
bublbobl;Bubble Bobble;1986;Taito Corporation;NO;-;YES;-;-
buckrog;Buck Rogers - Planet of Zoom;1982;Sega;NO;-;YES;-;-
bucky;Bucky O'Hare (World version EA);1992;Konami;NO;-;YES;-;-
buggychl;Buggy Challenge;1984;Taito Corporation;NO;-;YES;-;-
bulletd;Bullet (unprotected of FD1094 317-0041 set);1987;Sega;NO;-;YES;-;-
bullfgt;Bullfight;1984;Coreland / Sega;NO;-;YES;-;-
bullfgtr;Bull Fighter;1984;Alpha Denshi Co. (Sega license);NO;-;YES;-;-
burglarx;Burglar X;1997;Unico;NO;-;YES;-;-
burnforc;Burning Force (Japan);1989;Namco;NO;-;YES;-;-
burningf;Burning Fight (set 1);1991;SNK;NO;neogeo;YES;-;-
butasan;Butasan (Japan);1987;[NMK] (Jaleco license);NO;-;YES;-;-
bwcasino;Boardwalk Casino;1983;Epos Corporation;NO;-;YES;-;-
bwidow;Black Widow;1982;Atari;NO;-;YES;-;-
bwing;B-Wings (Japan);1984;Data East Corporation;NO;-;YES;-;-
bzone;Battle Zone (set 1);1980;Atari;NO;-;YES;-;-
cabal;Cabal (World, Joystick version);1988;Tad Corporation;NO;-;YES;-;-
cabaret;Cabaret;19??;IGS;NO;-;YES;-;-
cachat;Cachat (Japan);1993;Taito Corporation;NO;-;YES;-;-
cadanglr;Cassette: Angler Dangler;1982;DECO;NO;decocass;YES;-;-
cadash;Cadash (World);1989;Taito Corporation Japan;NO;-;YES;-;-
cairblad;Change Air Blade (Japan);1999;Sammy;NO;-;YES;-;-
calibr50;Caliber 50;1989;Athena / Seta;NO;-;YES;-;-
calipso;Calipso;1982;[Stern] (Tago license);NO;-;YES;-;-
calorie;Calorie Kun vs Moguranian;1986;Sega;NO;-;YES;-;-
calspeed;California Speed;1998;Atari Games;NO;-;YES;-;-
cameltry;Cameltry (US);1989;Taito America Corporation;NO;-;YES;-;-
cannball;Cannon Ball;1995;Yun Sung / Soft Vision;NO;-;YES;-;-
cannonb;Cannon Ball (Crazy Climber hardware);1985;Soft;NO;-;YES;-;-
canyon;Canyon Bomber;1977;Atari;NO;-;YES;-;-
capbowl;Capcom Bowling (set 1);1988;Incredible Technologies;NO;-;YES;-;-
captaven;Captain America and The Avengers (Asia Rev 1.9);1991;Data East Corporation;NO;-;YES;-;-
captcomm;Captain Commando (World 911014);1991;Capcom;NO;-;YES;-;-
carjmbre;Car Jamboree;1983;Omori Electric Co., Ltd.;NO;-;YES;-;-
carnevil;CarnEvil;1998;Midway Games;NO;-;YES;-;-
carnival;Carnival (upright);1980;Sega;NO;-;YES;-;-
carpolo;Car Polo;1977;Exidy;NO;-;YES;-;-
castfant;Cassette: Astro Fantasia;1981;DECO;NO;decocass;YES;-;-
catapult;Catapult;1982;Epos Corporation;NO;-;YES;-;-
cavelon;Cavelon;1983;Jetsoft;NO;-;YES;-;-
cavenger;Cosmic Avenger;1981;Universal;NO;-;YES;-;-
cawing;Carrier Air Wing (World 901012);1990;Capcom;NO;-;YES;-;-
cbasebal;Capcom Baseball (Japan);1989;Capcom;NO;-;YES;-;-
cbdash;Cassette: Boulder Dash;1985;DECO;NO;decocass;YES;-;-
cbombers;Chase Bombers (World);1994;Taito Corporation Japan;NO;-;YES;-;-
cbtime;Cassette: Burger Time;1983;DECO;NO;decocass;YES;-;-
cburnrub;Cassette: Burnin' Rubber (set 1);1982;DECO;NO;decocass;YES;-;-
cbuster;Crude Buster (World FX version);1990;Data East Corporation;NO;-;YES;-;-
ccasino;Chinese Casino [BET] (Japan);1987;V-System Co.;NO;-;YES;-;-
ccastles;Crystal Castles (version 4);1983;Atari;NO;-;YES;-;-
cchasm;Cosmic Chasm (set 1);1983;Cinematronics / GCE;NO;-;YES;-;-
cclimber;Crazy Climber (US);1980;Nichibutsu;NO;-;YES;-;-
cclimbr2;Crazy Climber 2 (Japan);1988;Nichibutsu;NO;-;YES;-;-
cdiscon1;Cassette: Disco No.1;1982;DECO;NO;decocass;YES;-;-
centiped;Centipede (revision 3);1980;Atari;NO;-;YES;-;-
cerberus;Cerberus;1985;Cinematronics;NO;-;YES;-;-
cexplore;Cassette: Explorer;1982;DECO;NO;decocass;YES;-;-
cfghtice;Cassette: Fighting Ice Hockey;1984;DECO;NO;decocass;YES;-;-
cflyball;Cassette: Flying Ball[Q];1985;DECO;NO;decocass;YES;-;-
cgangpzl;Cosmo Gang the Puzzle (US);1992;Namco;NO;-;YES;-;-
