name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets
btltryst;Battle Tryst (ver JAC);1998;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;konamim2.cpp;Mame 0.104u9;02/04/2006;Mame 0.195;28/02/2018;0;73;0;1;2;RASTER;0;HORIZONTAL;512;384;60.000000;keyboard;CRT 25kHz;PowerPC 602;maincpu PowerPC 602 @66 MHz, sub PowerPC 602 @66 MHz;Speaker,Beep;terminal:bell Speaker, terminal:beeper Beep @0.2 MHz;PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;UNKNOWN;GOOD;GOOD;cdrom;Fighter / Versus;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
beachspi;Beach Spikers (GDS-0014);2001;Sega;YES;naomi2;NO;-;-;YES;NO;NO;naomi2;NO;YES;YES;NO;naomi.cpp;Mame 0.130u1;19/03/2009;Mame 0.195;28/02/2018;0;6;2;2;1;RASTER;0;HORIZONTAL;640;480;61.702586;joystick (8-way);CRT 31kHz;SH-4 (little),ARM7 (little),Z80,TMP90PH44,M68000;maincpu SH-4 (little) @200 MHz, soundcpu ARM7 (little) @2.8224 MHz, mie_maple:mie Z80 @16 MHz, 837_13551:iomcu TMP90PH44 @10 MHz, comm_board:m3commcpu M68000 @10 MHz;Speaker,AICA;lspeaker Speaker, rspeaker Speaker, aica AICA;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Sports / Volleyball;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
btchamp;Beat the Champ (GV053 UAA01);1996;Konami;YES;konamigv;NO;-;-;YES;NO;NO;konamigv;NO;YES;YES;NO;konamigv.cpp;Mame 0.87u3;12/10/2004;Mame 0.195;28/02/2018;0;3;2;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (8-way),trackball;CRT 31kHz;CXD8530BQ;maincpu CXD8530BQ @67.7376 MHz;CD/DA,Speaker,PlayStation SPU;scsi:1:cdrom:cdda CD/DA, lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;BADDUMP;cdrom;Sports / Multiplay;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
bm1stmix;beatmania (ver JA-B);1997;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.76u1;25/10/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=greXCu_doeM;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);1997;1997;NO
bm2ndmxa;beatmania 2nd MIX (ver JA-A);1998;Konami;NO;bm2ndmix;YES;bm2ndmix;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.77u1;21/11/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
bm2ndmix;beatmania 2nd MIX (ver JA-B);1998;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.77u1;21/11/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=QOl8ooi50cs;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bm3rdmix;beatmania 3rd MIX (ver JA-A);1998;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.113;05/03/2007;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Dance;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=YyckiIRQXrI;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bm4thmix;beatmania 4th MIX (ver JA-A);1999;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.74u2;06/10/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=yru3EVX_kM4;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bm5thmix;beatmania 5th MIX (ver JA-A);1999;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.83;05/06/2004;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=Dg21x30jAU8;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bm6thmix;beatmania 6th MIX (ver JA-A);2001;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.84u5;27/07/2004;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=sYM87wfi9vY;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bm7thmix;beatmania 7th MIX (ver JA-B);2001;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.113u2;15/03/2007;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=j9QYVQ-mKhE;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bmclubmx;beatmania Club MIX (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.113u2;15/03/2007;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=QQ6QBE57RuI;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
bmcompmx;beatmania complete MIX (ver JA-B);1999;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.74u1;23/09/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=cbDGGS8Z8bQ;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bmcompm2;beatmania complete MIX 2 (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.74u1;23/09/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=ooFU2q7Rgyw;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bmcorerm;beatmania CORE REMIX (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.74u1;23/09/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=4KvyhARIiW4;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bmdct;beatmania featuring Dreams Come True (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;djmain.cpp;Mame 0.77u1;21/11/2003;Mame 0.195;28/02/2018;0;5;1;2;1;RASTER;0;HORIZONTAL;488;384;58.000000;dial;CRT 25kHz;M68EC020;maincpu M68EC020 @8 MHz;Speaker,K054539 ADPCM;lspeaker Speaker, rspeaker Speaker, k054539_1 K054539 ADPCM @18.432 MHz, k054539_2 K054539 ADPCM @18.432 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;harddisk;Rhythm / Instruments;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=FZOf2GWVs5k;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
bmiidx;beatmania IIDX (863 JAB);1999;Konami;YES;gq863;NO;-;-;YES;NO;NO;gq863;NO;YES;YES;NO;twinkle.cpp;Mame 0.132u1;17/06/2009;Mame 0.195;28/02/2018;0;9;1;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (analog),trackball;CRT 31kHz;CXD8530CQ,M68000;maincpu CXD8530CQ @67.7376 MHz, audiocpu M68000 @16 MHz;CD/DA,Speaker,PlayStation SPU,Ricoh RF5C400;scsi:1:cdrom:cdda CD/DA, speakerleft Speaker, speakerright Speaker, spu PlayStation SPU @33.8688 MHz, rfsnd Ricoh RF5C400 @16.9344 MHz;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;BADDUMP;cdrom,harddisk;Rhythm / Dance;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
bmiidx3;beatmania IIDX 3rd style (GC992 JAC);2000;Konami;YES;gq863;NO;-;-;YES;NO;NO;gq863;NO;YES;YES;NO;twinkle.cpp;Mame 0.132u1;17/06/2009;Mame 0.195;28/02/2018;0;9;1;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (analog),trackball;CRT 31kHz;CXD8530CQ,M68000;maincpu CXD8530CQ @67.7376 MHz, audiocpu M68000 @16 MHz;CD/DA,Speaker,PlayStation SPU,Ricoh RF5C400;scsi:1:cdrom:cdda CD/DA, speakerleft Speaker, speakerright Speaker, spu PlayStation SPU @33.8688 MHz, rfsnd Ricoh RF5C400 @16.9344 MHz;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;NODUMP;cdrom,harddisk;Rhythm / Dance;Rhythm;beatmania;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
