name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof
wyvernf0;Wyvern F-0;1985;Taito;YES;-;NO;-;-
bygone;Bygone [Imperfect sound];1985;Taito Corporation;YES;-;NO;-;-
gekiridn;Gekirindan (Ver 2.3O 1995/09/21);1995;Taito Corporation;YES;-;NO;-;-
kirameki;Kirameki Star Road (Ver 2.10J 1997/08/29) [No sound];1997;Taito Corporation;YES;-;NO;-;-
ksayakyu;Kusayakyuu;1985;Taito Corporation;YES;-;NO;-;-
mjnquest;Mahjong Quest (Japan);1990;Taito Corporation;YES;-;NO;-;-
quizhuhu;Moriguchi Hiroko no Quiz de Hyuu!Hyuu! (Ver 2.2J 1995/05/25);1995;Taito Corporation;YES;-;NO;-;-
qzchikyu;Quiz Chikyu Bouei Gun (Japan);1991;Taito Corporation;YES;-;NO;-;-
qcrayon;Quiz Crayon Shinchan (Japan);1993;Taito Corporation;YES;-;NO;-;-
quizhq;Quiz H.Q. (Japan);1990;Taito Corporation;YES;-;NO;-;-
qjinsei;Quiz Jinsei Gekijoh (Japan);1992;Taito Corporation;YES;-;NO;-;-
qzquest;Quiz Quest - Hime to Yuusha no Monogatari (Japan);1991;Taito Corporation;YES;-;NO;-;-
qzshowby;Quiz Sekai wa SHOW by shobai (Japan);1993;Taito Corporation;YES;-;NO;-;-
qtheater;Quiz Theater - 3tsu no Monogatari (Ver 2.3J 1994/11/10);1994;Taito Corporation;YES;-;NO;-;-
qtorimon;Quiz Torimonochou (Japan);1990;Taito Corporation;YES;-;NO;-;-
rbisland;Rainbow Islands (new version);1987;Taito Corporation;YES;-;NO;-;-
sbm;Sonic Blast Man (US);1990;Taito Corporation;YES;-;NO;-;-
darkmist;The Lost Castle In Darkmist;1986;Taito Corporation;YES;-;NO;-;-
yesnoj;Yes/No Sinri Tokimeki Chart;1992;Taito Corporation;YES;-;NO;-;-
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);1990;Taito Corporation;YES;-;NO;-;-
suprridr;Super Rider;1983;Taito Corporation (Venture Line license);YES;-;NO;-;-
scessjoe;Success Joe (World) [Incomplete sound];1990;Taito Corporation / Wave;YES;-;NO;-;-
megablst;Mega Blast (World);1989;Taito Corporation Japan;YES;-;NO;-;-
puzznic;Puzznic (World);1989;Taito Corporation Japan;YES;-;NO;-;-
fantastc;Fantastic (Galaga conversion on Galaxian hardware);198?;Taito do Brasil;YES;-;NO;-;-
kong;Kong (Donkey Kong conversion on Galaxian hardware) [Bad Colours];198?;Taito do Brasil;YES;-;NO;-;-
timefgtr;Time Fighter (Time Pilot conversion on Galaxian hardware) [Bad Colours];198?;Taito do Brasil;YES;-;NO;-;-
crusherm;Crusher Makochan (Japan);1999;Takumi;YES;-;NO;-;-
korokoro;Koro Koro Quest (Japan);1999;Takumi;YES;-;NO;-;-
matchit2;Match It II;1993;Tamtex;YES;-;NO;-;-
backfirt;Back Fire (Tecmo, bootleg);1988;Tecmo;YES;-;NO;-;-
nouryoku;Nouryoku Koujou Iinkai;1995;Tecmo;YES;-;NO;-;-
qzkklogy;Quiz Kokology;1992;Tecmo;YES;-;NO;-;-
qzkklgy2;Quiz Kokology 2;1993;Tecmo;YES;-;NO;-;-
eggor;Eggor;1982;Telko;YES;-;NO;-;-
pipibibs;Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 1);1991;Toaplan;YES;-;NO;-;-
grdian;Guardian;1986;Toaplan / Taito America Corporation (Kitkorp license);YES;-;NO;-;-
rocktrv2;MTV Rock-N-Roll Trivia (Part 2);1986;Triumph Software Inc.;YES;-;NO;-;-
usgames;Games V25.4X;1992;U.S. Games;YES;-;NO;-;-
usg32;Super Duper Casino (California V3.2);1987;U.S. Games;YES;-;NO;-;-
superten;Super Ten V8.3;1988;U.S. Games;YES;-;NO;-;-
sraider;Space Raider;1982;Universal;YES;-;NO;-;-
flagrall;'96 Flag Rally;1996;unknown;YES;-;NO;-;-
unkpacg;unknown Pac-Man gambling game;199?;unknown;YES;-;NO;-;-
robokid;Atomic Robo-kid (World, Type-2);1988;UPL;YES;-;NO;-;-
keithlcy;Dramatic Adventure Quiz Keith & Lucy (Japan);1993;Visco;YES;-;NO;-;-
ryorioh;Gourmet Battle Quiz Ryohrioh CooKing (Japan);1998;Visco;YES;-;NO;-;-
koikois2;Koi Koi Shimasho 2 - Super Real Hanafuda (Japan);1997;Visco;YES;-;NO;-;-
janjans1;Lovely Pop Mahjong JangJang Shimasho (Japan);1996;Visco;YES;-;NO;-;-
janjans2;Lovely Pop Mahjong JangJang Shimasho 2 (Japan);2000;Visco;YES;-;NO;-;-
sjryuko;Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021);1987;White Board;YES;-;NO;-;-
mole;Mole Attack;1982;Yachiyo Electronics, Ltd.;YES;-;NO;-;-
ym2608;YM2608 Internal ROM [Internal ROM only];1989;Yamaha;YES;-;NO;-;-
ladykill;Lady Killer [Imperfect graphics];1993;Yanyaka (Mitchell license);YES;-;NO;-;-
spec2k;Spectrum 2000 (vertical);2000;Yona Tech;YES;-;NO;-;-
mgakuen;Mahjong Gakuen;1988;Yuga;YES;-;NO;-;-
marukin;Super Marukin-Ban (Japan 901017);1990;Yuga;YES;-;NO;-;-
7ordi;7 Ordi (Korea);2002;Yun Sung;YES;-;NO;-;-
bombkick;Bomb Kick (set 1);1998;Yun Sung;YES;-;NO;-;-
garogun;Garogun Seroyang (Korea);2000;Yun Sung;YES;-;NO;-;-
magix;Magix / Rock;1995;Yun Sung;YES;-;NO;-;-
nmg5;Multi 5 / New Multi Game 5 (set 1);1998;Yun Sung;YES;-;NO;-;-
paprazzi;Paparazzi;1996;Yun Sung;YES;-;NO;-;-
pclubys;Puzzle Club (Yun Sung, set 1);2000;Yun Sung;YES;-;NO;-;-
rocktris;Rock Tris;1994;Yun Sung;YES;-;NO;-;-
searchey;Search Eye (English / Korean / Japanese / Italian);1999;Yun Sung;YES;-;NO;-;-
searchp2;Search Eye Plus V2.0;1999;Yun Sung;YES;-;NO;-;-
wondstck;Wonder Stick (set 1);????;Yun Sung;YES;-;NO;-;-
cannball;Cannon Ball (Yun Sung, horizontal);1995;Yun Sung / Soft Vision;YES;-;NO;-;-
scorpion;Scorpion (set 1) [Incomplete Sound];1982;Zaccaria;YES;-;NO;-;-
reaktor;Reaktor (Track & Field conversion);1987;Zilec;YES;-;NO;-;-
cashquiz;Cash Quiz (Type B, Version 5) [Missing graphics due to undumped ROM!];1986;Zilec-Zenitone;YES;-;NO;-;-
merlinmm;Merlins Money Maze;1986;Zilec-Zenitone;YES;-;NO;-;-
wizzquiz;Wizz Quiz (Konami version);1985;Zilec-Zenitone (Konami license);YES;-;NO;-;-
