name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
mooncrs2;"Moon Cresta (bootleg set 2)";1980;"Nichibutsu";NO;mooncrst;YES;mooncrst;-
mooncrs3;"Moon Cresta (bootleg set 3)";1980;"bootleg";NO;mooncrst;YES;mooncrst;-
fantazia;"Fantazia";1980;"bootleg";NO;mooncrst;YES;mooncrst;-
moonqsr;"Moon Quasar";1980;"Nichibutsu";YES;-;NO;-;-
mshuttle;"Moon Shuttle (US?)";1981;"Nichibutsu";YES;-;NO;-;-
mshuttlj;"Moon Shuttle (Japan)";1981;"Nichibutsu";NO;mshuttle;YES;mshuttle;-
mshutlj2;"Moon Shuttle (Japan set 2)";1981;"Nichibutsu";NO;mshuttle;YES;mshuttle;-
moonal2;"Moon Alien Part 2";1980;"Nichibutsu";YES;-;NO;-;-
moonal2b;"Moon Alien Part 2 (older version)";1980;"Nichibutsu";NO;moonal2;YES;moonal2;-
supergx;"Super GX";1980;"Nichibutsu";NO;moonal2;YES;moonal2;-
eagle;"Eagle (set 1)";1980;"Centuri";NO;mooncrst;YES;mooncrst;-
eagle2;"Eagle (set 2)";1980;"Centuri";NO;mooncrst;YES;mooncrst;-
eagle3;"Eagle (set 3)";1980;"Centuri";NO;mooncrst;YES;mooncrst;-
spctbird;"Space Thunderbird";;"Fortrek";NO;mooncrst;YES;mooncrst;-
skybase;"Sky Base";1982;"Omori Electric Co., Ltd.";YES;-;NO;-;-
checkman;"Check Man";1982;"Zilec-Zenitone";YES;-;NO;-;-
checkmaj;"Check Man (Japan)";1982;"Jaleco";NO;checkman;YES;checkman;-
dingo;"Dingo";1983;"Ashby Computers and Graphics LTD. (Jaleco license)";YES;-;NO;-;-
dingoe;"Dingo (encrypted)";1983;"Ashby Computers and Graphics LTD.";YES;-;NO;-;-
blkhole;"Black Hole";1981;"TDS";YES;-;NO;-;-
kingball;"King & Balloon (US)";1980;"Namco";YES;-;NO;-;-
kingbalj;"King & Balloon (Japan)";1980;"Namco";NO;kingball;YES;kingball;-
scorpnmc;"Scorpion (Moon Cresta hardware)";;"Dorneer";NO;scorpion;YES;scorpion;-
frogg;"Frog (Galaxian hardware)";1981;"bootleg";NO;frogger;YES;frogger;-
4in1;"4 Fun in 1";1981;"Armenia / Food and Fun";YES;-;NO;-;-
bagmanmc;"Bagman (Moon Cresta hardware)";1982;"bootleg";NO;bagman;YES;bagman;-
dkongjrm;"Donkey Kong Jr. (Moon Cresta hardware)";1982;"bootleg";NO;dkongjr;YES;dkongjr;-
ozon1;"Ozon I";1983;"Proma";YES;-;NO;-;-
ladybugg;"Ladybug (bootleg on Galaxian hardware)";1983;"bootleg";NO;ladybug;YES;ladybug;-
vpool;"Video Pool (bootleg on Moon Cresta hardware)";1980;"bootleg";NO;hustler;YES;hustler;-
drivfrcg;"Driving Force (Galaxian conversion)";1984;"Shinkai Inc. (Magic Eletronics USA licence)";NO;drivfrcp;YES;drivfrcp;-
drivfrcb;"Driving Force (Galaxian conversion bootleg)";1985;"bootleg";NO;drivfrcp;YES;drivfrcp;-
bongo;"Bongo";1983;"Jetsoft";YES;-;NO;-;-
hunchbkg;"Hunchback (Galaxian hardware)";1983;"Century Electronics";NO;hunchbak;YES;hunchbak;-
harem;"Harem";1983;"I.G.R.";YES;-;NO;-;-
tazzmang;"Tazz-Mania (Galaxian Hardware)";1982;"bootleg";NO;tazmania;YES;tazmania;-
racknrol;"Rack + Roll";1986;"Status (Shinkai License)";YES;-;NO;-;-
hexpool;"Hex Pool";1986;"Shinkai";NO;racknrol;YES;racknrol;-
trvchlng;"Trivia Challenge";1985;"Joyland (Senko License)";YES;-;NO;-;-
luctoday;"Lucky Today";1980;"Sigma";YES;-;NO;-;-
chewing;"Chewing Gum";;"unknown";YES;-;NO;-;-
rockclim;"Rock Climber";1981;"Taito";YES;-;NO;-;-
scramble;"Scramble";1981;"Konami";YES;-;NO;-;-
scrambls;"Scramble (Stern)";1981;"[Konami] (Stern license)";NO;scramble;YES;scramble;-
scramblb;"Scramble (Galaxian hardware)";1981;"bootleg";NO;scramble;YES;scramble;-
explorer;"Explorer";1981;"bootleg";NO;scramble;YES;scramble;-
strfbomb;"Strafe Bomb";1981;"Omni";NO;scramble;YES;scramble;-
atlantis;"Battle of Atlantis (set 1)";1981;"Comsoft";YES;-;NO;-;-
atlants2;"Battle of Atlantis (set 2)";1981;"Comsoft";NO;atlantis;YES;atlantis;-
theend;"The End";1980;"Konami";YES;-;NO;-;-
theends;"The End (Stern)";1980;"[Konami] (Stern license)";NO;theend;YES;theend;-
omega;"Omega";;"bootleg?";NO;theend;YES;theend;-
ckongs;"Crazy Kong (Scramble hardware)";1981;"bootleg";NO;ckong;YES;ckong;-
froggers;"Frog";1981;"bootleg";NO;frogger;YES;frogger;-
frogf;"Frogger (Falcon bootleg)";1981;"Falcon";NO;frogger;YES;frogger;-
amidars;"Amidar (Scramble hardware)";1982;"Konami";NO;amidar;YES;amidar;-
triplep;"Triple Punch";1982;"KKI";YES;-;NO;-;-
knockout;"Knock Out!!";1982;"KKK";NO;triplep;YES;triplep;-
mariner;"Mariner";1981;"Amenip";YES;-;NO;-;-
800fath;"800 Fathoms";1981;"Amenip (US Billiards Inc. license)";NO;mariner;YES;mariner;-
mars;"Mars";1981;"Artic";YES;-;NO;-;-
devilfsh;"Devil Fish";1982;"Artic";YES;-;NO;-;-
newsin7;"New Sinbad 7";1983;"ATW USA, Inc.";YES;-;NO;-;-
mrkougar;"Mr. Kougar";1984;"ATW";YES;-;NO;-;-
mrkougr2;"Mr. Kougar (earlier)";1983;"ATW";NO;mrkougar;YES;mrkougar;-
mrkougb;"Mr. Kougar (bootleg)";1983;"bootleg";NO;mrkougar;YES;mrkougar;-
mrkougb2;"Mr. Kougar (bootleg Set 2)";1983;"bootleg";NO;mrkougar;YES;mrkougar;-
hotshock;"Hot Shocker";1982;"E.G. Felaco";YES;-;NO;-;-
conquer;"Conquer";1982;"<unknown>";YES;-;NO;-;-
hunchbks;"Hunchback (Scramble hardware)";1983;"Century Electronics";NO;hunchbak;YES;hunchbak;-
hncholms;"Hunchback Olympic (Scramble hardware)";1984;"Century Electronics";NO;huncholy;YES;huncholy;-
cavelon;"Cavelon";1983;"Jetsoft";YES;-;NO;-;-
sfx;"SF-X";1983;"Nichibutsu";YES;-;NO;-;-
skelagon;"Skelagon";1983;"Nichibutsu USA";NO;sfx;YES;sfx;-
mimonscr;"Mighty Monkey (bootleg on Scramble hardware)";;"bootleg";NO;mimonkey;YES;mimonkey;-
mimonkey;"Mighty Monkey";;"Universal Video Games";YES;-;NO;-;-
mimonsco;"Mighty Monkey (bootleg on Super Cobra hardware)";;"bootleg";NO;mimonkey;YES;mimonkey;-
scobra;"Super Cobra";1981;"Konami";YES;-;NO;-;-
scobras;"Super Cobra (Stern)";1981;"[Konami] (Stern license)";NO;scobra;YES;scobra;-
scobrase;"Super Cobra (Sega)";1981;"[Konami] (Sega license)";NO;scobra;YES;scobra;-
scobrab;"Super Cobra (bootleg)";1981;"bootleg";NO;scobra;YES;scobra;-
stratgyx;"Strategy X";1981;"Konami";YES;-;NO;-;-
stratgys;"Strategy X (Stern)";1981;"[Konami] (Stern license)";NO;stratgyx;YES;stratgyx;-
armorcar;"Armored Car (set 1)";1981;"Stern";YES;-;NO;-;-
armorca2;"Armored Car (set 2)";1981;"Stern";NO;armorcar;YES;armorcar;-
moonwar;"Moonwar";1981;"Stern";YES;-;NO;-;-
moonwara;"Moonwar (older)";1981;"Stern";NO;moonwar;YES;moonwar;-
spdcoin;"Speed Coin (prototype)";1984;"Stern";YES;-;NO;-;-
darkplnt;"Dark Planet";1982;"Stern";YES;-;NO;-;-
tazmania;"Tazz-Mania (set 1)";1982;"Stern";YES;-;NO;-;-
tazmani2;"Tazz-Mania (set 2)";1982;"Stern";NO;tazmania;YES;tazmania;-
calipso;"Calipso";1982;"[Stern] (Tago license)";YES;-;NO;-;-
anteater;"Anteater";1982;"[Stern] (Tago license)";YES;-;NO;-;-
anteatg;"Ameisenbaer (German)";1983;"TV-Tuning 2000 (F.E.G. license)";NO;anteater;YES;anteater;-
anteatgb;"The Anteater (UK)";1983;"Free Enterprise Games";NO;anteater;YES;anteater;-
rescue;"Rescue";1982;"Stern";YES;-;NO;-;-
aponow;"Apocaljpse Now";1982;"bootleg";NO;rescue;YES;rescue;-
minefld;"Minefield";1983;"Stern";YES;-;NO;-;-
losttomb;"Lost Tomb (easy)";1982;"Stern";YES;-;NO;-;-
losttmbh;"Lost Tomb (hard)";1982;"Stern";NO;losttomb;YES;losttomb;-
superbon;"Super Bond";;"bootleg";YES;-;NO;-;-
hustler;"Video Hustler";1981;"Konami";YES;-;NO;-;-
billiard;"The Billiards";1981;"bootleg";NO;hustler;YES;hustler;-
hustlerb;"Video Hustler (bootleg)";1981;"bootleg";NO;hustler;YES;hustler;-
frogger;"Frogger";1981;"Konami";YES;-;NO;-;-
frogseg1;"Frogger (Sega set 1)";1981;"[Konami] (Sega license)";NO;frogger;YES;frogger;-
frogseg2;"Frogger (Sega set 2)";1981;"[Konami] (Sega license)";NO;frogger;YES;frogger;-
froggrmc;"Frogger (Moon Cresta hardware)";1981;"bootleg?";NO;frogger;YES;frogger;-
amidar;"Amidar";1981;"Konami";YES;-;NO;-;-
amidaru;"Amidar (Stern)";1982;"Konami (Stern license)";NO;amidar;YES;amidar;-
amidaro;"Amidar (Olympia)";1982;"Konami (Olympia license)";NO;amidar;YES;amidar;-
amidarb;"Amidar (Bootleg)";1982;"bootleg";NO;amidar;YES;amidar;-
amigo;"Amigo";1982;"bootleg";NO;amidar;YES;amidar;-
turtles;"Turtles";1981;"[Konami] (Stern license)";YES;-;NO;-;-
turpin;"Turpin";1981;"[Konami] (Sega license)";NO;turtles;YES;turtles;-
600;"600";1981;"Konami";NO;turtles;YES;turtles;-
flyboy;"Fly-Boy";1982;"Kaneko";YES;-;NO;-;-
flyboyb;"Fly-Boy (bootleg)";1982;"Kaneko";NO;flyboy;YES;flyboy;-
fastfred;"Fast Freddie";1982;"Atari";NO;flyboy;YES;flyboy;-
jumpcoas;"Jump Coaster";1983;"Kaneko";YES;-;NO;-;-
jumpcoat;"Jump Coaster (Taito)";1983;"Taito";NO;jumpcoas;YES;jumpcoas;-
boggy84;"Boggy '84";1983;"bootleg";YES;-;NO;-;-
redrobin;"Red Robin";1986;"Elettronolo";YES;-;NO;-;-
imago;"Imago";1983;"Acom";YES;-;NO;-;-
scorpion;"Scorpion (set 1)";1982;"Zaccaria";YES;-;NO;-;-
scrpiona;"Scorpion (set 2)";1982;"Zaccaria";NO;scorpion;YES;scorpion;-
ad2083;"A. D. 2083";1983;"Midcoin";YES;-;NO;-;-
cclimber;"Crazy Climber (US)";1980;"Nichibutsu";YES;-;NO;-;-
cclimbrj;"Crazy Climber (Japan)";1980;"Nichibutsu";NO;cclimber;YES;cclimber;-
ccboot;"Crazy Climber (bootleg set 1)";1980;"bootleg";NO;cclimber;YES;cclimber;-
ccboot2;"Crazy Climber (bootleg set 2)";1980;"bootleg";NO;cclimber;YES;cclimber;-
ckong;"Crazy Kong (set 1)";1981;"Falcon";YES;-;NO;-;-
ckonga;"Crazy Kong (set 2)";1981;"Falcon";NO;ckong;YES;ckong;-
ckongjeu;"Crazy Kong (Jeutel bootleg)";1981;"bootleg";NO;ckong;YES;ckong;-
ckongo;"Crazy Kong (Orca bootleg)";1981;"bootleg";NO;ckong;YES;ckong;-
ckongalc;"Crazy Kong (Alca bootleg)";1981;"bootleg";NO;ckong;YES;ckong;-
bigkong;"Big Kong";;"bootleg";NO;ckong;YES;ckong;-
monkeyd;"Monkey Donkey";1981;"bootleg";NO;ckong;YES;ckong;-
rpatrolb;"River Patrol (bootleg)";1981;"bootleg";YES;-;NO;-;-
rpatrolo;"River Patrol (Orca)";1981;"Orca";NO;rpatrolb;YES;rpatrolb;-
silvland;"Silver Land";1981;"Falcon";NO;rpatrolb;YES;rpatrolb;-
yamato;"Yamato (US)";1983;"Sega";YES;-;NO;-;-
yamato2;"Yamato (World?)";1983;"Sega";NO;yamato;YES;yamato;-
toprollr;"Top Roller";1983;"Jaleco";YES;-;NO;-;-
swimmer;"Swimmer (set 1)";1982;"Tehkan";YES;-;NO;-;-
swimmera;"Swimmer (set 2)";1982;"Tehkan";NO;swimmer;YES;swimmer;-
swimmerb;"Swimmer (set 3)";1982;"Tehkan";NO;swimmer;YES;swimmer;-
guzzler;"Guzzler";1983;"Tehkan";YES;-;NO;-;-
cannonb;"Cannon Ball (Crazy Climber hardware)";1985;"Soft";YES;-;NO;-;-
cannonb2;"Cannonball (set 2)";1985;"TV Game Gruenberg";NO;cannonb;YES;cannonb;-
ckongb;"Crazy Kong (Alternative levels)";;"bootleg";NO;ckong;YES;ckong;-
gomoku;"Gomoku Narabe Renju";1981;"Nichibutsu";YES;-;NO;-;-
wiping;"Wiping";1982;"Nichibutsu";YES;-;NO;-;-
rugrats;"Rug Rats";1983;"Nichibutsu";NO;wiping;YES;wiping;-
dacholer;"Dacholer";1983;"Nichibutsu";YES;-;NO;-;-
kickboy;"Kick Boy";1983;"Nichibutsu";YES;-;NO;-;-
friskyt;"Frisky Tom (set 1)";1981;"Nichibutsu";YES;-;NO;-;-
friskyta;"Frisky Tom (set 2)";1981;"Nichibutsu";NO;friskyt;YES;friskyt;-
radrad;"Radical Radial";1982;"Nichibutsu USA";YES;-;NO;-;-
seicross;"Seicross";1984;"Nichibutsu + Alice";YES;-;NO;-;-
sectrzon;"Sector Zone";1984;"Nichibutsu + Alice";NO;seicross;YES;seicross;-
firebatl;"Fire Battle";1984;"Taito";YES;-;NO;-;-
clshroad;"Clash-Road";1986;"Woodplace Inc.";YES;-;NO;-;-
clshrdst;"Clash-Road (Status license)";1986;"Woodplace Inc. (Status Game Corp. license)";NO;clshroad;YES;clshroad;-
tubep;"Tube Panic";1984;"Nichibutsu + Fujitek";YES;-;NO;-;-
rjammer;"Roller Jammer";1984;"Nichibutsu + Alice";YES;-;NO;-;-
magmax;"Mag Max";1985;"Nichibutsu";YES;-;NO;-;-
cop01;"Cop 01 (set 1)";1985;"Nichibutsu";YES;-;NO;-;-
cop01a;"Cop 01 (set 2)";1985;"Nichibutsu";NO;cop01;YES;cop01;-
mightguy;"Mighty Guy";1986;"Nichibutsu";YES;-;NO;-;-
terracre;"Terra Cresta (YM3526 set 1)";1985;"Nichibutsu";YES;-;NO;-;-
terracrb;"Terra Cresta (YM3526 set 2)";1985;"Nichibutsu";NO;terracre;YES;terracre;-
terracra;"Terra Cresta (YM2203)";1985;"Nichibutsu";NO;terracre;YES;terracre;-
amazon;"Soldier Girl Amazon";1986;"Nichibutsu";YES;-;NO;-;-
amatelas;"Sei Senshi Amatelass";1986;"Nichibutsu";NO;amazon;YES;amazon;-
horekid;"Kid no Hore Hore Daisakusen";1987;"Nichibutsu";YES;-;NO;-;-
horekidb;"Kid no Hore Hore Daisakusen (bootleg)";1987;"bootleg";NO;horekid;YES;horekid;-
galivan;"Galivan - Cosmo Police (12/16/1985)";1985;"Nichibutsu";YES;-;NO;-;-
galivan2;"Galivan - Cosmo Police (12/11/1985)";1985;"Nichibutsu";NO;galivan;YES;galivan;-
dangar;"Dangar - Ufo Robo (12/1/1986)";1986;"Nichibutsu";YES;-;NO;-;-
dangar2;"Dangar - Ufo Robo (9/26/1986)";1986;"Nichibutsu";NO;dangar;YES;dangar;-
dangarb;"Dangar - Ufo Robo (bootleg)";1986;"bootleg";NO;dangar;YES;dangar;-
ninjemak;"Ninja Emaki (US)";1986;"Nichibutsu";YES;-;NO;-;-
